1000 199.452 198.982 199.922
2000 216.523 216.024 217.021
3000 214.689 214.177 215.201
4000 211.672 211.177 212.167
5000 208.633 208.14 209.126
6000 208.869 208.372 209.366
7000 208.914 208.435 209.394
8000 210.083 209.599 210.566
9000 208.482 208.001 208.962
10000 216.165 215.662 216.668
11000 207.626 207.147 208.106
12000 209.498 209.004 209.991
13000 210.666 210.172 211.16
14000 211.949 211.45 212.447
15000 211.28 210.783 211.777
16000 205.511 205.03 205.992
17000 209.748 209.262 210.233
18000 207.74 207.255 208.225
19000 210.043 209.548 210.537
20000 211.36 210.873 211.847
21000 210.526 210.037 211.015
22000 208.946 208.459 209.432
23000 209.94 209.451 210.428
24000 208.248 207.761 208.734
25000 207.772 207.286 208.259
26000 208.111 207.623 208.599
27000 208.978 208.491 209.466
28000 208.748 208.257 209.24
29000 211.253 210.767 211.74
30000 209.854 209.361 210.347
31000 209.522 209.034 210.01
32000 209.129 208.648 209.61
33000 209.667 209.178 210.155
34000 209.638 209.151 210.124
35000 210.341 209.85 210.832
36000 211.644 211.15 212.138
37000 208.761 208.274 209.248
38000 210.988 210.496 211.481
39000 210.971 210.478 211.464
40000 209.412 208.921 209.902
41000 209.617 209.131 210.103
42000 207.77 207.285 208.255
43000 209.188 208.7 209.675
44000 211.332 210.841 211.824
45000 207.605 207.122 208.087
46000 208.582 208.098 209.067
47000 208.307 207.823 208.791
48000 210.85 210.362 211.337
49000 208.711 208.226 209.196
50000 208.506 208.023 208.99
51000 208.298 207.812 208.785
52000 209.967 209.48 210.455
53000 208.817 208.329 209.304
54000 210.014 209.527 210.501
55000 209.616 209.126 210.105
56000 209.232 208.746 209.719
57000 209.99 209.504 210.476
58000 210.812 210.323 211.302
59000 208.936 208.449 209.424
60000 208.86 208.376 209.344
61000 210.485 209.997 210.974
62000 210.55 210.057 211.043
63000 208.759 208.274 209.243
64000 208.946 208.462 209.43
65000 211.434 210.943 211.925
66000 209.491 209.003 209.979
67000 210.152 209.663 210.641
68000 208.942 208.457 209.427
69000 208.72 208.234 209.205
70000 210.431 209.939 210.923
71000 209.462 208.979 209.945
72000 208.9 208.413 209.388
73000 210.038 209.549 210.528
74000 209.112 208.625 209.599
75000 209.196 208.711 209.681
76000 209.263 208.776 209.75
77000 208.184 207.698 208.67
78000 209.162 208.677 209.647
79000 210.18 209.69 210.67
80000 208.29 207.805 208.775
81000 209.474 208.986 209.962
82000 210.12 209.63 210.61
83000 209.662 209.174 210.151
84000 208.575 208.091 209.059
85000 209.855 209.365 210.346
86000 208.88 208.394 209.366
87000 209.34 208.851 209.828
88000 209.372 208.881 209.862
89000 209.154 208.665 209.644
90000 209.18 208.693 209.666
91000 208.106 207.618 208.593
92000 210.514 210.025 211.003
93000 210.427 209.936 210.919
94000 209.412 208.925 209.899
95000 210.255 209.768 210.742
96000 208.776 208.288 209.264
97000 209.313 208.823 209.803
98000 208.839 208.353 209.326
99000 211.463 210.969 211.957
100000 209.624 209.136 210.112
101000 208.57 208.086 209.054
102000 209.568 209.081 210.056
103000 209.691 209.202 210.181
104000 209.101 208.616 209.587
105000 210.364 209.874 210.854
106000 210.263 209.773 210.753
107000 209.712 209.225 210.198
108000 209.468 208.98 209.956
109000 209.28 208.794 209.765
110000 208.889 208.403 209.375
111000 208.841 208.355 209.327
112000 208.866 208.381 209.351
113000 210.153 209.662 210.645
114000 209.4 208.912 209.887
115000 208.863 208.379 209.348
116000 208.31 207.827 208.794
117000 208.084 207.597 208.57
118000 209.526 209.036 210.015
119000 209.589 209.1 210.077
120000 208.896 208.41 209.382
121000 209.449 208.963 209.936
122000 210.369 209.88 210.858
123000 209.697 209.21 210.184
124000 209.291 208.804 209.779
125000 209.381 208.892 209.87
126000 209.579 209.093 210.065
127000 209.409 208.922 209.895
128000 209.089 208.602 209.576
129000 209.421 208.934 209.908
130000 208.646 208.159 209.133
131000 209.378 208.893 209.864
132000 209.934 209.446 210.422
133000 209.698 209.211 210.185
134000 210.553 210.061 211.045
135000 209.082 208.595 209.569
136000 208.728 208.24 209.215
137000 208.789 208.303 209.275
138000 209.124 208.637 209.611
139000 208.874 208.388 209.361
140000 208.527 208.043 209.011
141000 209.136 208.65 209.623
142000 208.823 208.338 209.308
143000 209.91 209.421 210.399
144000 210.508 210.017 210.999
145000 209.785 209.296 210.274
146000 209.243 208.756 209.73
147000 210.205 209.714 210.696
148000 210.032 209.545 210.52
149000 210.141 209.651 210.63
150000 210.17 209.684 210.657
151000 209.198 208.709 209.686
152000 210.464 209.972 210.955
153000 207.852 207.369 208.335
154000 210.998 210.508 211.488
155000 209.671 209.185 210.157
156000 209.401 208.916 209.886
157000 208.913 208.427 209.399
158000 208.99 208.505 209.474
159000 209.668 209.183 210.154
160000 208.903 208.417 209.39
161000 209.13 208.644 209.615
162000 210.017 209.527 210.507
163000 208.618 208.132 209.105
164000 210.076 209.588 210.564
165000 210.919 210.428 211.41
166000 210.062 209.573 210.552
167000 208.462 207.978 208.947
168000 209.848 209.36 210.337
169000 209.931 209.444 210.418
170000 209.879 209.39 210.367
171000 209.588 209.1 210.076
172000 209.203 208.717 209.689
173000 208.949 208.463 209.435
174000 209.548 209.058 210.039
175000 208.632 208.148 209.115
176000 208.979 208.494 209.465
177000 210.057 209.568 210.546
178000 209.83 209.341 210.32
179000 209.29 208.803 209.776
180000 210.694 210.203 211.184
181000 207.756 207.273 208.239
182000 209.652 209.166 210.137
183000 208.549 208.066 209.032
184000 209.442 208.954 209.929
185000 210.342 209.853 210.832
186000 209.564 209.077 210.05
187000 209.26 208.772 209.748
188000 208.948 208.463 209.434
189000 208.754 208.269 209.239
190000 208.795 208.311 209.279
191000 209.938 209.451 210.425
192000 208.853 208.367 209.339
193000 208.68 208.195 209.165
194000 208.944 208.458 209.43
195000 209.83 209.339 210.322
196000 209.129 208.642 209.616
197000 210.278 209.79 210.767
198000 210.259 209.769 210.749
199000 210.261 209.773 210.75
200000 209.533 209.044 210.021
201000 209.272 208.785 209.758
202000 209.477 208.987 209.966
203000 209.677 209.19 210.164
204000 208.922 208.436 209.407
205000 209.313 208.823 209.802
206000 210.113 209.625 210.601
207000 210.734 210.244 211.223
208000 209.594 209.108 210.081
209000 209.432 208.945 209.92
210000 210.329 209.842 210.816
211000 209.174 208.687 209.66
212000 209.225 208.738 209.711
213000 208.925 208.438 209.412
214000 210.145 209.655 210.636
215000 209.533 209.045 210.021
216000 209.789 209.301 210.277
217000 208.699 208.213 209.186
218000 210.254 209.763 210.744
219000 209.943 209.455 210.431
220000 209.64 209.153 210.127
221000 210.375 209.886 210.864
222000 208.717 208.231 209.203
223000 209.323 208.838 209.808
224000 210.07 209.581 210.559
225000 209.689 209.2 210.177
226000 209.427 208.938 209.916
227000 210.214 209.724 210.703
228000 209.402 208.915 209.889
229000 210.706 210.217 211.194
230000 209.807 209.319 210.294
231000 209.475 208.988 209.963
232000 209.057 208.569 209.546
233000 209.208 208.719 209.696
234000 209.699 209.211 210.188
235000 209.851 209.364 210.339
236000 208.973 208.486 209.459
237000 209.955 209.465 210.444
238000 209.054 208.567 209.541
239000 209.947 209.46 210.435
240000 209.661 209.171 210.15
241000 209.363 208.876 209.85
242000 209.801 209.313 210.289
243000 210.301 209.812 210.79
244000 209.113 208.626 209.599
245000 209.422 208.933 209.91
246000 209.61 209.122 210.098
247000 210.121 209.632 210.61
248000 209.094 208.609 209.58
249000 209.457 208.971 209.942
250000 209.409 208.923 209.895
251000 209.984 209.495 210.473
252000 209.359 208.871 209.848
253000 209.05 208.565 209.536
254000 209.275 208.788 209.762
255000 210.043 209.554 210.533
256000 209.394 208.908 209.881
257000 209.683 209.194 210.173
258000 209.025 208.539 209.511
259000 209.966 209.478 210.453
260000 208.303 207.816 208.79
261000 209.526 209.039 210.013
262000 210.007 209.517 210.496
263000 209.473 208.986 209.961
264000 209.689 209.201 210.177
265000 209.881 209.393 210.37
266000 209.361 208.874 209.849
267000 209.079 208.591 209.566
268000 208.826 208.34 209.311
269000 210.513 210.023 211.004
270000 208.703 208.218 209.188
271000 209.893 209.403 210.383
272000 209.014 208.528 209.499
273000 209.751 209.264 210.239
274000 208.879 208.395 209.364
275000 209.73 209.241 210.218
276000 209.079 208.593 209.565
277000 209.125 208.638 209.612
278000 208.962 208.475 209.448
279000 209.929 209.44 210.417
280000 209.9 209.412 210.388
281000 209.351 208.863 209.838
282000 209.626 209.136 210.116
283000 209.44 208.954 209.927
284000 208.842 208.357 209.328
285000 209.274 208.786 209.762
286000 209.327 208.84 209.814
287000 209.3 208.813 209.788
288000 210.12 209.631 210.609
289000 208.802 208.316 209.288
290000 210.41 209.92 210.9
291000 209.801 209.313 210.288
292000 210.14 209.647 210.632
293000 209.354 208.866 209.842
294000 209.033 208.548 209.518
295000 209.226 208.739 209.713
296000 209.295 208.807 209.782
297000 210.17 209.68 210.659
298000 208.972 208.487 209.458
299000 209.254 208.766 209.742
300000 209.678 209.187 210.168
301000 208.972 208.486 209.457
302000 210.522 210.031 211.013
303000 209.624 209.136 210.112
304000 210.295 209.806 210.784
305000 209.509 209.022 209.996
306000 209.446 208.958 209.933
307000 209.915 209.427 210.404
308000 209.157 208.67 209.644
309000 209.53 209.043 210.017
310000 209.435 208.946 209.924
311000 210.268 209.779 210.757
312000 210.019 209.53 210.508
313000 209.422 208.933 209.911
314000 209.056 208.569 209.543
315000 209.915 209.427 210.403
316000 210.17 209.679 210.66
317000 209.238 208.753 209.724
318000 210.374 209.883 210.865
319000 209.812 209.323 210.3
320000 209.498 209.009 209.987
321000 208.91 208.424 209.395
322000 209.864 209.376 210.352
323000 209.463 208.975 209.951
324000 209.724 209.235 210.214
325000 208.575 208.089 209.061
326000 209.571 209.082 210.06
327000 208.296 207.812 208.78
328000 209.7 209.212 210.188
329000 210.043 209.553 210.533
330000 209.6 209.114 210.087
331000 209.66 209.173 210.148
332000 209.535 209.048 210.022
333000 209.281 208.794 209.769
334000 209.551 209.062 210.04
335000 209.444 208.955 209.933
336000 209.587 209.099 210.075
337000 209.297 208.811 209.784
338000 210.316 209.825 210.808
339000 209.653 209.165 210.142
340000 209.335 208.849 209.822
341000 208.991 208.503 209.478
342000 209.253 208.766 209.74
343000 209.984 209.494 210.475
344000 209.89 209.401 210.378
345000 209.803 209.314 210.292
346000 209.75 209.262 210.238
347000 209.541 209.053 210.029
348000 209.498 209.011 209.986
349000 209.312 208.826 209.799
350000 209.354 208.866 209.843
351000 209.409 208.921 209.897
352000 210.024 209.535 210.513
353000 209.917 209.428 210.407
354000 210.029 209.541 210.517
355000 209.291 208.804 209.778
356000 208.936 208.45 209.423
357000 208.963 208.476 209.451
358000 209.432 208.946 209.919
359000 209.503 209.016 209.991
360000 209.317 208.831 209.802
361000 209.783 209.296 210.27
362000 210.139 209.651 210.628
363000 209.355 208.867 209.842
364000 209.087 208.6 209.574
365000 209.773 209.284 210.261
366000 210.082 209.594 210.569
367000 209.182 208.696 209.669
368000 209.257 208.769 209.745
369000 209.47 208.983 209.957
370000 209.713 209.224 210.202
371000 209.924 209.435 210.413
372000 209.568 209.08 210.055
373000 209.069 208.584 209.555
374000 209.404 208.917 209.892
375000 209.881 209.392 210.37
376000 209.341 208.854 209.828
377000 210.018 209.529 210.506
378000 208.878 208.392 209.365
379000 209.471 208.983 209.959
380000 209.968 209.48 210.456
381000 209.592 209.105 210.08
382000 209.66 209.171 210.149
383000 209.695 209.207 210.184
384000 209.499 209.013 209.986
385000 209.068 208.581 209.555
386000 209.184 208.698 209.67
387000 209.724 209.235 210.213
388000 209.381 208.894 209.869
389000 209.589 209.102 210.076
390000 210.334 209.844 210.825
391000 209.266 208.78 209.752
392000 209.636 209.147 210.124
393000 208.559 208.074 209.043
394000 210.226 209.736 210.716
395000 209.545 209.058 210.032
396000 209.68 209.192 210.168
397000 209.026 208.539 209.513
398000 209.985 209.495 210.474
399000 209.576 209.088 210.063
400000 209.008 208.522 209.495
401000 210.041 209.553 210.528
402000 209.478 208.991 209.966
403000 209.381 208.893 209.87
404000 209.043 208.556 209.529
405000 209.782 209.293 210.271
406000 209.289 208.802 209.776
407000 209.124 208.637 209.61
408000 209.898 209.409 210.387
409000 209.332 208.844 209.82
410000 208.793 208.306 209.28
411000 209.313 208.827 209.799
412000 209.202 208.716 209.688
413000 208.969 208.482 209.455
414000 209.819 209.33 210.307
415000 209.525 209.036 210.013
416000 210.066 209.577 210.556
417000 209.892 209.403 210.38
418000 209.787 209.299 210.275
419000 209.533 209.043 210.022
420000 209.4 208.913 209.887
421000 209.33 208.843 209.817
422000 209.445 208.958 209.932
423000 209.633 209.145 210.12
424000 209.56 209.072 210.047
425000 208.956 208.469 209.443
426000 209.439 208.953 209.925
427000 209.363 208.876 209.85
428000 209.656 209.168 210.144
429000 210.032 209.544 210.52
430000 208.708 208.221 209.195
431000 209.194 208.707 209.68
432000 209.461 208.973 209.948
433000 209.614 209.126 210.102
434000 209.02 208.533 209.507
435000 209.569 209.081 210.057
436000 209.064 208.577 209.551
437000 210.015 209.527 210.503
438000 209.243 208.755 209.73
439000 209.528 209.041 210.016
440000 209.583 209.096 210.07
441000 208.703 208.219 209.188
442000 209.843 209.354 210.333
443000 209.42 208.932 209.908
444000 209.64 209.153 210.126
445000 209.789 209.301 210.278
446000 209.525 209.037 210.012
447000 209.28 208.793 209.767
448000 209.247 208.758 209.735
449000 209.214 208.727 209.7
450000 209.115 208.628 209.601
451000 209.46 208.972 209.949
452000 210.124 209.635 210.614
453000 209.544 209.057 210.032
454000 209.078 208.592 209.564
455000 209.522 209.034 210.009
456000 209.534 209.047 210.022
457000 209.148 208.663 209.634
458000 209.234 208.746 209.721
459000 209.27 208.784 209.757
460000 209.775 209.287 210.262
461000 209.65 209.162 210.137
462000 209.365 208.878 209.852
463000 209.079 208.592 209.566
464000 209.55 209.063 210.038
465000 209.642 209.155 210.129
466000 209.771 209.282 210.26
467000 209.43 208.942 209.917
468000 209.811 209.324 210.298
469000 209.274 208.787 209.761
470000 209.448 208.96 209.936
471000 209.852 209.363 210.341
472000 209.883 209.394 210.372
473000 209.335 208.848 209.823
474000 209.322 208.835 209.81
475000 210.171 209.682 210.661
476000 209.112 208.625 209.599
477000 209.75 209.262 210.238
478000 208.993 208.507 209.48
479000 209.399 208.911 209.887
480000 209.161 208.674 209.648
481000 209.385 208.897 209.873
482000 209.595 209.107 210.082
483000 209.128 208.641 209.615
484000 210.291 209.802 210.78
485000 209.931 209.442 210.419
486000 209.231 208.744 209.718
487000 209.393 208.906 209.88
488000 209.672 209.184 210.16
489000 209.566 209.079 210.052
490000 209.602 209.114 210.09
491000 209.143 208.657 209.629
492000 209.044 208.559 209.53
493000 209.166 208.679 209.653
494000 209.554 209.066 210.042
495000 209.982 209.495 210.469
496000 209.16 208.672 209.647
497000 209.95 209.46 210.439
498000 209.344 208.858 209.831
499000 209.937 209.448 210.426
500000 210.064 209.574 210.553
501000 209.434 208.946 209.921
502000 209.897 209.409 210.385
503000 209.084 208.597 209.571
504000 209.635 209.147 210.123
505000 209.017 208.529 209.504
506000 209.73 209.241 210.218
507000 209.726 209.238 210.214
508000 209.948 209.46 210.437
509000 208.785 208.299 209.271
510000 209.11 208.623 209.597
511000 209.66 209.172 210.147
512000 209.522 209.034 210.01
513000 209.577 209.089 210.065
514000 209.617 209.129 210.105
515000 208.792 208.306 209.278
516000 209.888 209.4 210.376
517000 209.584 209.097 210.072
518000 209.287 208.8 209.774
519000 209.925 209.436 210.413
520000 208.777 208.29 209.264
521000 209.919 209.429 210.409
